,feature_1,feature_2,feature_3,feature_4,label
2152,12.0,0.0,6.0,32.0,1.0
2153,10.0,0.0,9.0,23.0,1.0
2154,13.0,0.0,10.0,30.0,1.0
2155,17.0,13.0,7.0,16.0,0.0
2156,17.0,1.0,6.0,28.0,1.0
2157,18.0,11.0,9.0,11.0,0.0
2158,8.0,1.0,6.0,17.0,1.0
2159,7.0,11.0,8.0,12.0,0.0
2160,17.0,2.0,5.0,31.0,1.0
2161,10.0,1.0,11.0,18.0,1.0
2162,17.0,4.0,14.0,24.0,1.0
2163,10.0,2.0,8.0,20.0,1.0
2164,13.0,11.0,10.0,13.0,0.0
2165,12.0,2.0,5.0,33.0,1.0
2166,15.0,10.0,13.0,15.0,0.0
2167,10.0,14.0,17.0,6.0,0.0
2168,10.0,11.0,13.0,9.0,0.0
2169,14.0,16.0,16.0,13.0,0.0
2170,10.0,7.0,11.0,9.0,0.0
2171,11.0,2.0,1.0,30.0,1.0
2172,8.0,1.0,7.0,32.0,1.0
2173,13.0,3.0,10.0,25.0,1.0
2174,10.0,3.0,8.0,25.0,1.0
2175,11.0,2.0,10.0,30.0,1.0
2176,11.0,2.0,13.0,26.0,1.0
2177,25.0,1.0,11.0,24.0,1.0
2178,15.0,1.0,8.0,30.0,1.0
2179,10.0,6.0,11.0,10.0,0.0
2180,11.0,12.0,13.0,12.0,0.0
2181,10.0,3.0,6.0,29.0,1.0
2182,9.0,3.0,6.0,34.0,1.0
2183,7.0,1.0,2.0,31.0,1.0
2184,8.0,16.0,15.0,16.0,0.0
2185,10.0,4.0,12.0,34.0,1.0
2186,9.0,2.0,7.0,36.0,1.0
2187,7.0,12.0,15.0,14.0,0.0
2188,7.0,10.0,12.0,10.0,0.0
2189,13.0,0.0,8.0,30.0,1.0
2190,16.0,1.0,6.0,31.0,1.0
2191,12.0,0.0,8.0,38.0,1.0
2192,9.0,22.0,17.0,16.0,0.0
2193,11.0,2.0,5.0,32.0,1.0
2194,14.0,2.0,6.0,20.0,1.0
2195,10.0,17.0,15.0,13.0,0.0
2196,9.0,1.0,5.0,25.0,1.0
2197,14.0,3.0,9.0,33.0,1.0
2198,18.0,4.0,5.0,36.0,1.0
2199,10.0,5.0,10.0,26.0,1.0
2200,15.0,11.0,9.0,17.0,0.0
2201,8.0,1.0,5.0,24.0,1.0
2202,15.0,2.0,5.0,34.0,1.0
2203,11.0,3.0,7.0,29.0,1.0
2204,9.0,4.0,7.0,21.0,1.0
2205,13.0,1.0,4.0,31.0,1.0
2206,12.0,5.0,10.0,29.0,1.0
2207,12.0,2.0,11.0,28.0,1.0
2208,13.0,15.0,12.0,11.0,0.0
2209,13.0,4.0,2.0,30.0,1.0
2210,12.0,3.0,8.0,31.0,1.0
2211,9.0,0.0,4.0,23.0,1.0
2212,12.0,14.0,14.0,12.0,0.0
2213,13.0,16.0,10.0,13.0,0.0
2214,15.0,10.0,5.0,16.0,0.0
2215,10.0,10.0,11.0,3.0,0.0
2216,13.0,7.0,12.0,16.0,0.0
2217,13.0,11.0,9.0,9.0,0.0
2218,7.0,10.0,11.0,11.0,0.0
2219,19.0,2.0,7.0,36.0,1.0
2220,13.0,14.0,16.0,14.0,0.0
2221,12.0,3.0,11.0,24.0,1.0
2222,13.0,7.0,7.0,16.0,0.0
2223,21.0,2.0,8.0,31.0,1.0
2224,17.0,1.0,5.0,19.0,1.0
2225,16.0,12.0,11.0,21.0,0.0
2226,12.0,2.0,6.0,33.0,1.0
2227,12.0,2.0,8.0,26.0,1.0
2228,18.0,2.0,8.0,34.0,1.0
2229,17.0,2.0,9.0,27.0,1.0
2230,12.0,2.0,9.0,22.0,1.0
2231,5.0,4.0,4.0,34.0,1.0
2232,8.0,11.0,7.0,19.0,0.0
2233,16.0,1.0,9.0,29.0,1.0
2234,9.0,11.0,14.0,10.0,0.0
2235,15.0,2.0,6.0,28.0,1.0
2236,9.0,1.0,6.0,30.0,1.0
2237,18.0,2.0,5.0,21.0,1.0
2238,13.0,10.0,14.0,17.0,0.0
2239,9.0,16.0,14.0,10.0,0.0
2240,11.0,2.0,5.0,26.0,1.0
2241,17.0,15.0,14.0,15.0,0.0
2242,20.0,1.0,9.0,27.0,1.0
2243,7.0,1.0,8.0,29.0,1.0
2244,8.0,15.0,14.0,9.0,0.0
2245,17.0,1.0,4.0,30.0,1.0
2246,9.0,4.0,3.0,26.0,1.0
2247,17.0,10.0,13.0,16.0,0.0
2248,11.0,0.0,8.0,19.0,1.0
2249,10.0,14.0,14.0,10.0,0.0
2250,14.0,13.0,17.0,9.0,0.0
2251,9.0,10.0,5.0,9.0,0.0
2252,12.0,0.0,11.0,28.0,1.0
2253,14.0,0.0,6.0,31.0,1.0
2254,12.0,1.0,6.0,31.0,1.0
2255,14.0,1.0,4.0,30.0,1.0
2256,13.0,12.0,15.0,12.0,0.0
2257,12.0,0.0,8.0,26.0,1.0
2258,8.0,10.0,12.0,13.0,0.0
2259,13.0,2.0,5.0,37.0,1.0
2260,19.0,1.0,4.0,14.0,1.0
2261,13.0,13.0,22.0,19.0,0.0
2262,11.0,3.0,9.0,21.0,1.0
2263,12.0,1.0,5.0,31.0,1.0
2264,15.0,17.0,17.0,14.0,0.0
2265,9.0,1.0,6.0,20.0,1.0
2266,12.0,1.0,6.0,27.0,1.0
2267,20.0,0.0,9.0,33.0,1.0
2268,15.0,2.0,6.0,25.0,1.0
2269,7.0,2.0,6.0,28.0,1.0
2270,11.0,2.0,7.0,25.0,1.0
2271,8.0,0.0,9.0,25.0,1.0
2272,11.0,16.0,12.0,11.0,0.0
2273,11.0,4.0,9.0,33.0,1.0
2274,16.0,1.0,9.0,19.0,1.0
2275,14.0,2.0,8.0,30.0,1.0
2276,10.0,6.0,11.0,23.0,1.0
2277,10.0,2.0,12.0,31.0,1.0
2278,8.0,2.0,7.0,25.0,1.0
2279,20.0,3.0,9.0,30.0,1.0
2280,11.0,3.0,13.0,28.0,1.0
2281,9.0,10.0,19.0,10.0,0.0
2282,17.0,2.0,9.0,31.0,1.0
2283,11.0,1.0,10.0,24.0,1.0
2284,14.0,4.0,7.0,30.0,1.0
2285,12.0,15.0,12.0,14.0,0.0
2286,11.0,7.0,12.0,37.0,1.0
2287,8.0,3.0,2.0,31.0,1.0
2288,11.0,7.0,10.0,13.0,0.0
2289,10.0,5.0,7.0,34.0,1.0
2290,10.0,8.0,12.0,10.0,0.0
2291,19.0,1.0,6.0,26.0,1.0
2292,7.0,10.0,16.0,12.0,0.0
2293,11.0,1.0,10.0,21.0,1.0
2294,10.0,0.0,11.0,26.0,1.0
2295,12.0,0.0,7.0,32.0,1.0
2296,13.0,9.0,20.0,15.0,0.0
2297,13.0,12.0,14.0,16.0,0.0
2298,10.0,1.0,6.0,28.0,1.0
2299,15.0,17.0,20.0,15.0,0.0
2300,10.0,2.0,4.0,29.0,1.0
2301,11.0,2.0,4.0,39.0,1.0
2302,13.0,2.0,9.0,27.0,1.0
2303,23.0,2.0,5.0,30.0,1.0
2304,9.0,2.0,6.0,23.0,1.0
2305,13.0,5.0,6.0,28.0,1.0
2306,6.0,10.0,14.0,18.0,0.0
2307,8.0,4.0,6.0,25.0,1.0
2308,12.0,2.0,10.0,28.0,1.0
2309,12.0,4.0,8.0,29.0,1.0
2310,12.0,3.0,10.0,24.0,1.0
2311,10.0,9.0,17.0,13.0,0.0
2312,10.0,6.0,7.0,21.0,1.0
2313,11.0,1.0,9.0,31.0,1.0
2314,11.0,2.0,5.0,27.0,1.0
2315,13.0,9.0,15.0,12.0,0.0
2316,11.0,1.0,4.0,29.0,1.0
2317,13.0,1.0,8.0,23.0,1.0
2318,13.0,3.0,9.0,34.0,1.0
2319,6.0,4.0,10.0,21.0,1.0
2320,16.0,20.0,12.0,11.0,0.0
2321,10.0,2.0,8.0,31.0,1.0
2322,9.0,2.0,8.0,21.0,1.0
2323,15.0,1.0,7.0,30.0,1.0
2324,16.0,3.0,10.0,23.0,1.0
2325,18.0,2.0,10.0,34.0,1.0
2326,12.0,1.0,8.0,26.0,1.0
2327,10.0,4.0,8.0,21.0,1.0
2328,14.0,14.0,12.0,15.0,0.0
2329,18.0,1.0,12.0,31.0,1.0
2330,13.0,2.0,8.0,25.0,1.0
2331,15.0,12.0,17.0,14.0,0.0
2332,11.0,3.0,6.0,30.0,1.0
2333,9.0,3.0,10.0,31.0,1.0
2334,12.0,3.0,7.0,28.0,1.0
2335,13.0,4.0,5.0,24.0,1.0
2336,10.0,0.0,4.0,21.0,1.0
2337,12.0,13.0,13.0,15.0,0.0
2338,19.0,8.0,14.0,10.0,0.0
2339,19.0,0.0,6.0,24.0,1.0
2340,11.0,4.0,9.0,18.0,1.0
2341,11.0,4.0,10.0,27.0,1.0
2342,13.0,13.0,16.0,13.0,0.0
2343,13.0,4.0,5.0,24.0,1.0
2344,11.0,14.0,9.0,13.0,0.0
2345,20.0,3.0,6.0,24.0,1.0
2346,16.0,7.0,7.0,23.0,1.0
2347,14.0,13.0,10.0,14.0,0.0
2348,10.0,2.0,12.0,22.0,1.0
2349,13.0,2.0,4.0,23.0,1.0
2350,11.0,1.0,4.0,35.0,1.0
2351,14.0,20.0,7.0,9.0,0.0
2352,13.0,13.0,13.0,10.0,0.0
2353,13.0,10.0,18.0,14.0,0.0
2354,17.0,2.0,6.0,18.0,1.0
2355,15.0,5.0,6.0,30.0,1.0
2356,11.0,11.0,11.0,17.0,0.0
2357,15.0,1.0,8.0,33.0,1.0
2358,14.0,5.0,4.0,28.0,1.0
2359,10.0,7.0,5.0,13.0,0.0
2360,8.0,4.0,7.0,29.0,1.0
2361,10.0,6.0,5.0,24.0,1.0
2362,11.0,2.0,10.0,34.0,1.0
2363,14.0,8.0,13.0,13.0,0.0
2364,11.0,2.0,7.0,20.0,1.0
2365,11.0,2.0,5.0,41.0,1.0
2366,13.0,4.0,6.0,23.0,1.0
2367,10.0,13.0,10.0,15.0,0.0
2368,12.0,4.0,9.0,29.0,1.0
2369,14.0,10.0,16.0,12.0,0.0
2370,11.0,4.0,7.0,19.0,1.0
2371,9.0,19.0,14.0,9.0,0.0
2372,11.0,2.0,9.0,20.0,1.0
2373,11.0,11.0,13.0,19.0,0.0
2374,15.0,2.0,9.0,22.0,1.0
2375,12.0,1.0,2.0,26.0,1.0
2376,18.0,4.0,5.0,33.0,1.0
2377,14.0,2.0,6.0,25.0,1.0
2378,15.0,2.0,5.0,35.0,1.0
2379,10.0,7.0,7.0,12.0,0.0
2380,21.0,2.0,3.0,28.0,1.0
2381,21.0,1.0,11.0,35.0,1.0
2382,15.0,9.0,8.0,12.0,0.0
2383,17.0,2.0,5.0,28.0,1.0
2384,14.0,3.0,9.0,28.0,1.0
2385,14.0,13.0,17.0,14.0,0.0
2386,11.0,15.0,7.0,8.0,0.0
2387,11.0,19.0,12.0,10.0,0.0
2388,13.0,8.0,18.0,10.0,0.0
2389,13.0,3.0,7.0,27.0,1.0
2390,19.0,15.0,10.0,15.0,0.0
2391,18.0,1.0,4.0,24.0,1.0
2392,17.0,3.0,5.0,23.0,1.0
2393,14.0,6.0,8.0,32.0,1.0
2394,14.0,14.0,14.0,11.0,0.0
2395,13.0,3.0,5.0,28.0,1.0
2396,15.0,1.0,7.0,30.0,1.0
2397,14.0,2.0,5.0,33.0,1.0
2398,18.0,1.0,5.0,30.0,1.0
2399,13.0,4.0,6.0,27.0,1.0
2400,19.0,2.0,7.0,28.0,1.0
2401,14.0,1.0,12.0,30.0,1.0
2402,11.0,2.0,6.0,32.0,1.0
2403,14.0,0.0,8.0,35.0,1.0
2404,9.0,1.0,7.0,16.0,1.0
2405,9.0,21.0,11.0,20.0,0.0
2406,14.0,1.0,9.0,31.0,1.0
2407,12.0,1.0,6.0,26.0,1.0
2408,12.0,0.0,4.0,31.0,1.0
2409,15.0,2.0,6.0,31.0,1.0
2410,14.0,1.0,8.0,31.0,1.0
2411,17.0,4.0,7.0,30.0,1.0
2412,13.0,0.0,9.0,28.0,1.0
2413,8.0,3.0,10.0,34.0,1.0
2414,11.0,1.0,8.0,28.0,1.0
2415,11.0,2.0,12.0,34.0,1.0
2416,10.0,14.0,13.0,12.0,0.0
2417,17.0,1.0,7.0,34.0,1.0
2418,12.0,10.0,13.0,13.0,0.0
2419,8.0,2.0,3.0,23.0,1.0
2420,10.0,17.0,11.0,12.0,0.0
2421,16.0,2.0,5.0,30.0,1.0
2422,11.0,4.0,9.0,19.0,1.0
2423,10.0,10.0,13.0,10.0,0.0
2424,10.0,16.0,10.0,9.0,0.0
2425,14.0,12.0,9.0,6.0,0.0
2426,14.0,10.0,8.0,9.0,0.0
2427,13.0,3.0,11.0,18.0,1.0
2428,14.0,14.0,14.0,14.0,0.0
2429,14.0,3.0,12.0,16.0,1.0
2430,18.0,12.0,9.0,8.0,0.0
2431,16.0,10.0,20.0,10.0,0.0
2432,15.0,1.0,4.0,34.0,1.0
2433,12.0,4.0,9.0,21.0,1.0
2434,10.0,0.0,4.0,30.0,1.0
2435,10.0,14.0,8.0,8.0,0.0
2436,16.0,15.0,19.0,14.0,0.0
2437,19.0,7.0,14.0,9.0,0.0
2438,6.0,22.0,13.0,11.0,0.0
2439,21.0,1.0,9.0,26.0,1.0
2440,9.0,1.0,10.0,30.0,1.0
2441,16.0,8.0,16.0,10.0,0.0
2442,21.0,5.0,7.0,24.0,1.0
2443,14.0,1.0,4.0,32.0,1.0
2444,14.0,15.0,16.0,13.0,0.0
2445,14.0,8.0,13.0,11.0,0.0
2446,7.0,1.0,7.0,32.0,1.0
2447,10.0,2.0,6.0,23.0,1.0
2448,17.0,2.0,4.0,36.0,1.0
2449,12.0,4.0,8.0,28.0,1.0
2450,12.0,15.0,15.0,14.0,0.0
2451,16.0,15.0,9.0,16.0,0.0
2452,14.0,5.0,5.0,29.0,1.0
2453,8.0,0.0,5.0,34.0,1.0
2454,19.0,2.0,8.0,28.0,1.0
2455,6.0,7.0,9.0,11.0,0.0
2456,14.0,4.0,4.0,26.0,1.0
2457,10.0,1.0,11.0,24.0,1.0
2458,22.0,6.0,11.0,24.0,1.0
2459,15.0,4.0,9.0,27.0,1.0
2460,11.0,2.0,7.0,24.0,1.0
2461,13.0,17.0,12.0,12.0,0.0
2462,13.0,0.0,3.0,35.0,1.0
2463,7.0,1.0,10.0,31.0,1.0
2464,11.0,4.0,11.0,27.0,1.0
2465,11.0,2.0,8.0,21.0,1.0
2466,17.0,13.0,18.0,19.0,0.0
2467,11.0,3.0,5.0,33.0,1.0
2468,11.0,17.0,14.0,19.0,0.0
2469,12.0,3.0,4.0,32.0,1.0
2470,8.0,13.0,7.0,11.0,0.0
2471,12.0,2.0,4.0,31.0,1.0
2472,15.0,1.0,10.0,29.0,1.0
2473,11.0,3.0,5.0,32.0,1.0
2474,13.0,2.0,10.0,22.0,1.0
2475,12.0,1.0,4.0,20.0,1.0
2476,17.0,1.0,6.0,25.0,1.0
2477,9.0,14.0,11.0,14.0,0.0
2478,12.0,0.0,7.0,34.0,1.0
2479,13.0,14.0,15.0,14.0,0.0
2480,13.0,4.0,10.0,22.0,1.0
2481,12.0,0.0,7.0,26.0,1.0
2482,16.0,16.0,15.0,10.0,0.0
2483,14.0,6.0,13.0,34.0,1.0
2484,19.0,16.0,5.0,9.0,0.0
2485,17.0,0.0,8.0,37.0,1.0
2486,19.0,2.0,8.0,22.0,1.0
2487,9.0,0.0,2.0,26.0,1.0
2488,10.0,12.0,18.0,14.0,0.0
2489,16.0,1.0,5.0,19.0,1.0
2490,9.0,13.0,14.0,10.0,0.0
2491,9.0,16.0,10.0,13.0,0.0
2492,18.0,4.0,9.0,28.0,1.0
2493,8.0,4.0,6.0,29.0,1.0
2494,15.0,1.0,9.0,24.0,1.0
2495,9.0,4.0,13.0,22.0,1.0
2496,14.0,1.0,7.0,20.0,1.0
2497,16.0,1.0,5.0,30.0,1.0
2498,15.0,14.0,15.0,10.0,0.0
2499,13.0,1.0,4.0,27.0,1.0
2500,13.0,1.0,7.0,28.0,1.0
2501,13.0,3.0,9.0,25.0,1.0
2502,13.0,3.0,7.0,17.0,1.0
2503,12.0,2.0,5.0,17.0,1.0
2504,10.0,3.0,4.0,31.0,1.0
2505,17.0,7.0,15.0,13.0,0.0
2506,12.0,2.0,13.0,34.0,1.0
2507,13.0,13.0,8.0,11.0,0.0
2508,13.0,3.0,6.0,29.0,1.0
2509,13.0,10.0,13.0,12.0,0.0
2510,17.0,2.0,9.0,35.0,1.0
2511,17.0,13.0,11.0,10.0,0.0
2512,12.0,6.0,7.0,21.0,1.0
2513,8.0,1.0,4.0,21.0,1.0
2514,12.0,3.0,11.0,24.0,1.0
2515,16.0,1.0,6.0,25.0,1.0
2516,10.0,5.0,2.0,28.0,1.0
2517,14.0,2.0,8.0,27.0,1.0
2518,11.0,2.0,7.0,23.0,1.0
2519,11.0,1.0,8.0,39.0,1.0
2520,8.0,2.0,8.0,25.0,1.0
2521,12.0,1.0,5.0,35.0,1.0
2522,7.0,1.0,9.0,28.0,1.0
2523,13.0,2.0,13.0,30.0,1.0
2524,12.0,1.0,8.0,25.0,1.0
2525,7.0,10.0,15.0,12.0,0.0
2526,18.0,4.0,7.0,28.0,1.0
2527,15.0,1.0,5.0,30.0,1.0
2528,17.0,3.0,7.0,21.0,1.0
2529,11.0,2.0,8.0,28.0,1.0
2530,16.0,11.0,19.0,15.0,0.0
2531,9.0,1.0,4.0,24.0,1.0
2532,16.0,1.0,7.0,19.0,1.0
2533,21.0,16.0,10.0,8.0,0.0
2534,12.0,0.0,4.0,25.0,1.0
2535,16.0,2.0,11.0,24.0,1.0
2536,10.0,16.0,15.0,13.0,0.0
2537,13.0,3.0,3.0,32.0,1.0
2538,15.0,1.0,6.0,30.0,1.0
2539,12.0,4.0,6.0,26.0,1.0
2540,12.0,10.0,12.0,15.0,0.0
2541,17.0,0.0,9.0,24.0,1.0
2542,15.0,1.0,4.0,19.0,1.0
2543,20.0,9.0,15.0,12.0,0.0
2544,16.0,0.0,8.0,27.0,1.0
2545,11.0,14.0,14.0,8.0,0.0
2546,9.0,1.0,6.0,26.0,1.0
2547,6.0,10.0,8.0,15.0,0.0
2548,12.0,11.0,13.0,20.0,0.0
2549,8.0,11.0,19.0,16.0,0.0
2550,10.0,1.0,9.0,27.0,1.0
2551,10.0,11.0,12.0,9.0,0.0
2552,13.0,13.0,13.0,14.0,0.0
2553,14.0,16.0,24.0,11.0,0.0
2554,16.0,1.0,9.0,29.0,1.0
2555,18.0,11.0,10.0,13.0,0.0
2556,13.0,2.0,4.0,25.0,1.0
2557,11.0,8.0,9.0,10.0,0.0
2558,16.0,2.0,5.0,25.0,1.0
2559,8.0,1.0,11.0,21.0,1.0
2560,7.0,12.0,12.0,12.0,0.0
2561,14.0,3.0,5.0,26.0,1.0
2562,9.0,4.0,5.0,25.0,1.0
2563,16.0,16.0,16.0,15.0,0.0
2564,13.0,0.0,8.0,28.0,1.0
2565,11.0,10.0,12.0,10.0,0.0
2566,12.0,15.0,8.0,7.0,0.0
2567,14.0,1.0,7.0,27.0,1.0
2568,16.0,13.0,10.0,14.0,0.0
2569,9.0,0.0,6.0,21.0,1.0
2570,21.0,2.0,3.0,24.0,1.0
2571,11.0,3.0,12.0,26.0,1.0
2572,15.0,3.0,8.0,25.0,1.0
2573,18.0,3.0,6.0,31.0,1.0
2574,13.0,6.0,10.0,12.0,0.0
2575,12.0,1.0,13.0,22.0,1.0
2576,14.0,6.0,8.0,23.0,1.0
2577,12.0,11.0,11.0,11.0,0.0
2578,9.0,3.0,3.0,26.0,1.0
2579,13.0,13.0,11.0,16.0,0.0
2580,16.0,8.0,16.0,12.0,0.0
2581,10.0,12.0,14.0,8.0,0.0
2582,12.0,3.0,10.0,23.0,1.0
2583,4.0,4.0,9.0,28.0,1.0
2584,15.0,1.0,11.0,22.0,1.0
2585,9.0,14.0,15.0,9.0,0.0
2586,10.0,2.0,11.0,21.0,1.0
2587,7.0,4.0,5.0,29.0,1.0
2588,11.0,1.0,7.0,36.0,1.0
2589,11.0,11.0,15.0,11.0,0.0
2590,11.0,1.0,5.0,33.0,1.0
2591,11.0,15.0,14.0,11.0,0.0
2592,10.0,2.0,10.0,23.0,1.0
2593,13.0,6.0,9.0,30.0,1.0
2594,13.0,3.0,7.0,25.0,1.0
2595,15.0,1.0,10.0,35.0,1.0
2596,16.0,3.0,6.0,26.0,1.0
2597,14.0,22.0,13.0,13.0,0.0
2598,10.0,12.0,12.0,15.0,0.0
2599,13.0,7.0,6.0,12.0,0.0
2600,7.0,10.0,11.0,11.0,0.0
2601,10.0,7.0,14.0,11.0,0.0
2602,8.0,4.0,12.0,25.0,1.0
2603,9.0,6.0,9.0,13.0,0.0
2604,4.0,3.0,9.0,32.0,1.0
2605,11.0,2.0,3.0,24.0,1.0
2606,10.0,14.0,13.0,19.0,0.0
2607,10.0,12.0,12.0,15.0,0.0
2608,12.0,16.0,12.0,9.0,0.0
2609,16.0,3.0,5.0,36.0,1.0
2610,19.0,1.0,6.0,28.0,1.0
2611,12.0,5.0,5.0,36.0,1.0
2612,13.0,3.0,11.0,22.0,1.0
2613,16.0,5.0,14.0,9.0,0.0
2614,3.0,2.0,12.0,27.0,1.0
2615,10.0,1.0,5.0,34.0,1.0
2616,19.0,1.0,7.0,31.0,1.0
2617,11.0,1.0,8.0,32.0,1.0
2618,19.0,1.0,7.0,34.0,1.0
2619,10.0,13.0,8.0,13.0,0.0
2620,15.0,14.0,9.0,7.0,0.0
2621,19.0,2.0,8.0,32.0,1.0
2622,17.0,3.0,12.0,24.0,1.0
2623,14.0,1.0,7.0,27.0,1.0
2624,15.0,1.0,3.0,24.0,1.0
2625,15.0,9.0,16.0,11.0,0.0
2626,10.0,1.0,7.0,33.0,1.0
2627,10.0,2.0,5.0,32.0,1.0
2628,6.0,1.0,6.0,30.0,1.0
2629,15.0,13.0,18.0,16.0,0.0
2630,15.0,3.0,8.0,39.0,1.0
2631,11.0,2.0,3.0,27.0,1.0
2632,19.0,2.0,8.0,34.0,1.0
2633,10.0,11.0,7.0,10.0,0.0
2634,16.0,1.0,5.0,25.0,1.0
2635,14.0,0.0,12.0,25.0,1.0
2636,13.0,1.0,12.0,17.0,1.0
2637,14.0,3.0,6.0,30.0,1.0
2638,15.0,16.0,12.0,14.0,0.0
2639,10.0,2.0,2.0,22.0,1.0
2640,14.0,1.0,6.0,28.0,1.0
2641,10.0,3.0,5.0,34.0,1.0
2642,11.0,1.0,6.0,32.0,1.0
2643,7.0,0.0,10.0,35.0,1.0
2644,17.0,3.0,8.0,25.0,1.0
2645,5.0,9.0,15.0,10.0,0.0
2646,16.0,3.0,12.0,18.0,1.0
2647,17.0,1.0,9.0,32.0,1.0
2648,13.0,8.0,12.0,16.0,0.0
2649,11.0,4.0,8.0,25.0,1.0
2650,14.0,5.0,5.0,31.0,1.0
2651,14.0,2.0,4.0,26.0,1.0
2652,11.0,4.0,4.0,33.0,1.0
2653,6.0,8.0,16.0,10.0,0.0
2654,13.0,3.0,7.0,34.0,1.0
2655,15.0,4.0,10.0,25.0,1.0
2656,7.0,12.0,9.0,16.0,0.0
2657,14.0,2.0,12.0,23.0,1.0
2658,15.0,16.0,12.0,11.0,0.0
2659,11.0,17.0,14.0,14.0,0.0
2660,4.0,3.0,6.0,24.0,1.0
2661,12.0,2.0,6.0,23.0,1.0
2662,7.0,11.0,16.0,15.0,0.0
2663,12.0,8.0,13.0,8.0,0.0
2664,16.0,17.0,12.0,13.0,0.0
2665,13.0,12.0,8.0,8.0,0.0
2666,18.0,3.0,4.0,24.0,1.0
2667,12.0,1.0,8.0,28.0,1.0
2668,14.0,1.0,10.0,29.0,1.0
2669,15.0,1.0,3.0,30.0,1.0
2670,11.0,2.0,10.0,26.0,1.0
2671,17.0,2.0,6.0,29.0,1.0
2672,12.0,17.0,17.0,13.0,0.0
2673,16.0,4.0,6.0,29.0,1.0
2674,15.0,10.0,16.0,10.0,0.0
2675,16.0,1.0,10.0,27.0,1.0
2676,14.0,1.0,9.0,29.0,1.0
2677,15.0,13.0,15.0,12.0,0.0
2678,16.0,1.0,12.0,27.0,1.0
2679,11.0,13.0,8.0,9.0,0.0
2680,12.0,11.0,9.0,13.0,0.0
2681,10.0,0.0,10.0,21.0,1.0
2682,10.0,8.0,12.0,17.0,0.0
2683,13.0,2.0,12.0,29.0,1.0
2684,13.0,2.0,11.0,27.0,1.0
2685,16.0,0.0,11.0,17.0,1.0
2686,16.0,2.0,6.0,28.0,1.0
2687,8.0,1.0,7.0,24.0,1.0
2688,10.0,9.0,11.0,5.0,0.0
2689,10.0,13.0,15.0,7.0,0.0
2690,10.0,2.0,5.0,24.0,1.0
2691,7.0,1.0,11.0,23.0,1.0
2692,14.0,4.0,10.0,27.0,1.0
2693,7.0,5.0,17.0,13.0,0.0
2694,13.0,1.0,5.0,27.0,1.0
2695,11.0,2.0,7.0,37.0,1.0
2696,14.0,0.0,7.0,29.0,1.0
2697,8.0,3.0,9.0,38.0,1.0
2698,11.0,5.0,5.0,25.0,1.0
2699,19.0,1.0,10.0,24.0,1.0
2700,10.0,10.0,10.0,14.0,0.0
2701,10.0,2.0,6.0,27.0,1.0
2702,12.0,16.0,4.0,14.0,0.0
2703,17.0,10.0,15.0,15.0,0.0
2704,19.0,2.0,7.0,26.0,1.0
2705,7.0,8.0,13.0,17.0,0.0
2706,14.0,12.0,8.0,9.0,0.0
2707,14.0,2.0,15.0,38.0,1.0
2708,9.0,15.0,14.0,15.0,0.0
2709,12.0,18.0,17.0,8.0,0.0
2710,9.0,0.0,7.0,32.0,1.0
2711,18.0,1.0,4.0,29.0,1.0
2712,12.0,1.0,5.0,24.0,1.0
2713,18.0,0.0,9.0,21.0,1.0
2714,14.0,2.0,8.0,28.0,1.0
2715,12.0,1.0,4.0,25.0,1.0
2716,11.0,3.0,13.0,31.0,1.0
2717,8.0,0.0,6.0,36.0,1.0
2718,11.0,1.0,9.0,27.0,1.0
2719,14.0,0.0,12.0,34.0,1.0
2720,8.0,2.0,9.0,25.0,1.0
2721,12.0,3.0,6.0,22.0,1.0
2722,10.0,9.0,15.0,10.0,0.0
2723,15.0,3.0,11.0,26.0,1.0
2724,13.0,2.0,5.0,31.0,1.0
2725,17.0,5.0,8.0,21.0,1.0
2726,10.0,16.0,11.0,14.0,0.0
2727,11.0,9.0,8.0,14.0,0.0
2728,13.0,4.0,8.0,25.0,1.0
2729,13.0,1.0,6.0,27.0,1.0
2730,9.0,1.0,9.0,31.0,1.0
2731,12.0,13.0,10.0,15.0,0.0
2732,9.0,1.0,8.0,25.0,1.0
2733,15.0,0.0,10.0,29.0,1.0
2734,8.0,13.0,6.0,12.0,0.0
2735,16.0,17.0,11.0,9.0,0.0
2736,9.0,13.0,19.0,10.0,0.0
2737,13.0,14.0,13.0,22.0,0.0
2738,10.0,14.0,9.0,17.0,0.0
2739,9.0,19.0,11.0,15.0,0.0
2740,13.0,16.0,10.0,9.0,0.0
2741,14.0,0.0,5.0,30.0,1.0
2742,9.0,4.0,5.0,35.0,1.0
2743,9.0,3.0,8.0,33.0,1.0
2744,9.0,10.0,21.0,6.0,0.0
2745,16.0,0.0,6.0,32.0,1.0
2746,15.0,1.0,10.0,28.0,1.0
2747,14.0,1.0,11.0,28.0,1.0
2748,6.0,6.0,12.0,10.0,0.0
2749,10.0,19.0,10.0,12.0,0.0
2750,16.0,2.0,8.0,34.0,1.0
2751,11.0,4.0,7.0,28.0,1.0
2752,13.0,2.0,5.0,24.0,1.0
2753,12.0,3.0,6.0,24.0,1.0
2754,16.0,10.0,11.0,12.0,0.0
2755,7.0,15.0,7.0,15.0,0.0
2756,16.0,12.0,9.0,18.0,0.0
2757,16.0,2.0,3.0,28.0,1.0
2758,14.0,1.0,4.0,28.0,1.0
