,feature_1,feature_2,feature_3,feature_4,label
634,3.0,24.0,12.0,16.0,1.0
635,10.0,16.0,14.0,9.0,0.0
636,17.0,7.0,8.0,10.0,0.0
637,22.0,16.0,12.0,16.0,0.0
638,14.0,30.0,12.0,14.0,1.0
639,13.0,13.0,16.0,11.0,0.0
640,16.0,12.0,17.0,11.0,0.0
641,10.0,11.0,14.0,12.0,0.0
642,11.0,15.0,10.0,11.0,1.0
643,10.0,7.0,9.0,13.0,0.0
644,9.0,14.0,12.0,16.0,1.0
645,5.0,19.0,14.0,14.0,1.0
646,9.0,15.0,10.0,17.0,1.0
647,12.0,12.0,8.0,7.0,0.0
648,6.0,17.0,8.0,16.0,1.0
649,6.0,18.0,11.0,19.0,1.0
650,15.0,9.0,11.0,16.0,0.0
651,9.0,15.0,14.0,14.0,1.0
652,6.0,21.0,8.0,16.0,1.0
653,6.0,23.0,12.0,19.0,1.0
654,10.0,13.0,11.0,16.0,0.0
655,5.0,11.0,13.0,20.0,1.0
656,8.0,10.0,10.0,15.0,1.0
657,8.0,12.0,6.0,28.0,1.0
658,5.0,14.0,13.0,22.0,1.0
659,6.0,15.0,15.0,15.0,1.0
660,7.0,11.0,11.0,15.0,1.0
661,14.0,13.0,8.0,12.0,0.0
662,6.0,17.0,9.0,18.0,1.0
663,12.0,11.0,13.0,14.0,1.0
664,12.0,14.0,8.0,12.0,0.0
665,14.0,14.0,11.0,12.0,0.0
666,8.0,12.0,13.0,19.0,1.0
667,10.0,14.0,14.0,11.0,1.0
668,5.0,14.0,12.0,15.0,1.0
669,18.0,14.0,9.0,14.0,1.0
670,3.0,17.0,15.0,16.0,1.0
671,8.0,22.0,13.0,14.0,1.0
672,8.0,12.0,8.0,6.0,0.0
673,10.0,18.0,12.0,18.0,1.0
674,8.0,14.0,11.0,15.0,1.0
675,6.0,17.0,12.0,26.0,1.0
676,4.0,13.0,7.0,17.0,1.0
677,6.0,18.0,8.0,14.0,1.0
678,10.0,11.0,12.0,19.0,1.0
679,7.0,18.0,9.0,16.0,1.0
680,13.0,14.0,13.0,17.0,0.0
681,16.0,21.0,11.0,19.0,1.0
682,16.0,11.0,9.0,8.0,0.0
683,12.0,13.0,15.0,12.0,1.0
684,7.0,22.0,12.0,19.0,1.0
685,7.0,14.0,10.0,14.0,1.0
686,6.0,14.0,8.0,15.0,1.0
687,12.0,11.0,8.0,15.0,1.0
688,12.0,10.0,10.0,8.0,0.0
689,9.0,13.0,15.0,17.0,1.0
690,7.0,14.0,15.0,12.0,1.0
691,9.0,12.0,10.0,12.0,0.0
692,15.0,15.0,18.0,15.0,0.0
693,9.0,11.0,8.0,15.0,1.0
694,17.0,17.0,12.0,17.0,0.0
695,17.0,15.0,10.0,16.0,0.0
696,5.0,9.0,14.0,14.0,1.0
697,9.0,15.0,10.0,9.0,1.0
698,10.0,12.0,8.0,11.0,1.0
699,6.0,12.0,10.0,19.0,1.0
700,14.0,20.0,7.0,14.0,1.0
701,10.0,12.0,18.0,13.0,0.0
702,4.0,7.0,9.0,21.0,0.0
703,12.0,17.0,7.0,17.0,1.0
704,12.0,19.0,12.0,19.0,1.0
705,6.0,25.0,13.0,21.0,1.0
706,7.0,18.0,15.0,24.0,1.0
707,10.0,12.0,23.0,8.0,0.0
708,8.0,16.0,18.0,8.0,1.0
709,13.0,15.0,10.0,19.0,1.0
710,9.0,19.0,16.0,18.0,1.0
711,9.0,16.0,9.0,9.0,1.0
712,8.0,18.0,15.0,11.0,0.0
713,11.0,19.0,15.0,11.0,1.0
714,18.0,16.0,12.0,12.0,0.0
715,14.0,8.0,12.0,16.0,0.0
716,6.0,19.0,8.0,18.0,1.0
717,12.0,10.0,13.0,15.0,0.0
718,11.0,18.0,10.0,14.0,0.0
719,9.0,22.0,12.0,12.0,1.0
720,7.0,21.0,12.0,17.0,1.0
721,11.0,13.0,9.0,16.0,1.0
722,12.0,10.0,9.0,17.0,0.0
723,4.0,21.0,6.0,19.0,1.0
724,10.0,15.0,11.0,16.0,1.0
725,14.0,9.0,11.0,12.0,0.0
726,7.0,13.0,11.0,9.0,1.0
727,16.0,13.0,10.0,13.0,0.0
728,8.0,21.0,8.0,16.0,1.0
729,10.0,17.0,8.0,13.0,1.0
730,7.0,11.0,11.0,16.0,1.0
731,9.0,14.0,10.0,10.0,0.0
732,10.0,10.0,10.0,14.0,0.0
733,8.0,27.0,12.0,13.0,1.0
734,7.0,22.0,11.0,26.0,1.0
735,8.0,14.0,11.0,17.0,1.0
736,10.0,13.0,10.0,17.0,1.0
737,13.0,19.0,7.0,11.0,1.0
738,10.0,17.0,10.0,16.0,1.0
739,14.0,14.0,11.0,7.0,0.0
740,6.0,15.0,11.0,15.0,1.0
741,13.0,18.0,3.0,17.0,1.0
742,6.0,15.0,11.0,18.0,1.0
743,5.0,13.0,17.0,9.0,0.0
744,8.0,15.0,6.0,19.0,1.0
745,17.0,14.0,14.0,12.0,0.0
746,17.0,13.0,11.0,9.0,0.0
747,5.0,9.0,12.0,11.0,1.0
748,6.0,12.0,14.0,21.0,1.0
749,13.0,14.0,9.0,10.0,0.0
750,5.0,18.0,16.0,27.0,1.0
751,13.0,24.0,9.0,13.0,1.0
752,12.0,4.0,17.0,15.0,0.0
753,7.0,14.0,17.0,14.0,1.0
754,10.0,8.0,15.0,11.0,0.0
755,7.0,20.0,7.0,14.0,1.0
756,14.0,10.0,10.0,14.0,0.0
757,10.0,18.0,9.0,14.0,1.0
758,12.0,13.0,9.0,14.0,0.0
759,16.0,14.0,13.0,14.0,0.0
760,8.0,14.0,12.0,11.0,1.0
761,12.0,10.0,18.0,12.0,0.0
762,7.0,14.0,14.0,17.0,1.0
763,7.0,13.0,12.0,15.0,1.0
764,3.0,18.0,8.0,12.0,1.0
765,15.0,15.0,8.0,11.0,0.0
766,10.0,18.0,10.0,9.0,1.0
767,10.0,11.0,9.0,10.0,1.0
768,5.0,13.0,15.0,14.0,1.0
769,12.0,17.0,8.0,14.0,1.0
770,12.0,20.0,10.0,18.0,1.0
771,11.0,17.0,11.0,13.0,0.0
772,11.0,15.0,14.0,13.0,1.0
773,17.0,12.0,8.0,18.0,0.0
774,3.0,13.0,12.0,14.0,1.0
775,9.0,18.0,9.0,15.0,1.0
776,5.0,16.0,11.0,23.0,1.0
777,17.0,12.0,10.0,8.0,0.0
778,11.0,12.0,11.0,17.0,0.0
779,12.0,15.0,9.0,14.0,0.0
780,3.0,19.0,9.0,16.0,1.0
781,7.0,16.0,8.0,10.0,1.0
782,17.0,18.0,10.0,18.0,0.0
783,13.0,12.0,10.0,15.0,0.0
784,16.0,14.0,11.0,11.0,0.0
785,10.0,16.0,14.0,9.0,1.0
786,4.0,23.0,6.0,19.0,1.0
787,12.0,14.0,8.0,18.0,1.0
788,10.0,23.0,12.0,20.0,1.0
789,11.0,10.0,10.0,14.0,1.0
790,11.0,12.0,12.0,14.0,0.0
791,9.0,13.0,11.0,8.0,0.0
792,9.0,15.0,10.0,20.0,1.0
793,19.0,11.0,13.0,15.0,0.0
794,11.0,10.0,10.0,6.0,1.0
795,13.0,9.0,8.0,22.0,0.0
796,4.0,18.0,11.0,24.0,1.0
797,5.0,15.0,12.0,15.0,1.0
798,13.0,10.0,17.0,14.0,1.0
799,7.0,9.0,7.0,20.0,1.0
800,9.0,13.0,10.0,14.0,0.0
801,12.0,10.0,10.0,11.0,0.0
802,16.0,11.0,14.0,11.0,0.0
803,4.0,19.0,5.0,9.0,1.0
804,12.0,15.0,9.0,19.0,1.0
805,2.0,15.0,7.0,9.0,1.0
806,12.0,18.0,7.0,18.0,1.0
807,10.0,20.0,9.0,10.0,1.0
808,8.0,15.0,7.0,19.0,1.0
809,10.0,17.0,8.0,12.0,0.0
810,14.0,12.0,13.0,8.0,0.0
811,11.0,19.0,10.0,12.0,1.0
812,4.0,9.0,14.0,21.0,1.0
813,7.0,11.0,13.0,17.0,1.0
814,7.0,12.0,10.0,15.0,1.0
815,6.0,18.0,12.0,14.0,1.0
816,14.0,6.0,15.0,22.0,0.0
817,7.0,25.0,15.0,17.0,1.0
818,7.0,13.0,12.0,14.0,1.0
819,8.0,12.0,11.0,3.0,0.0
820,7.0,22.0,15.0,17.0,1.0
821,7.0,15.0,14.0,19.0,1.0
822,11.0,11.0,16.0,9.0,0.0
823,5.0,19.0,3.0,9.0,1.0
824,10.0,21.0,16.0,25.0,1.0
825,5.0,13.0,13.0,13.0,1.0
826,14.0,15.0,11.0,17.0,1.0
827,12.0,14.0,12.0,12.0,1.0
828,17.0,11.0,6.0,19.0,0.0
829,8.0,13.0,8.0,17.0,1.0
830,8.0,11.0,11.0,18.0,1.0
831,7.0,12.0,12.0,11.0,0.0
832,8.0,13.0,8.0,17.0,1.0
833,13.0,12.0,17.0,12.0,0.0
834,9.0,21.0,13.0,15.0,1.0
835,9.0,12.0,9.0,13.0,1.0
836,14.0,13.0,11.0,17.0,0.0
837,9.0,11.0,8.0,15.0,1.0
838,6.0,16.0,13.0,13.0,1.0
839,8.0,17.0,11.0,18.0,1.0
840,14.0,14.0,16.0,16.0,0.0
841,15.0,20.0,15.0,20.0,1.0
842,9.0,15.0,6.0,6.0,0.0
843,10.0,26.0,13.0,19.0,1.0
844,4.0,20.0,6.0,18.0,1.0
845,11.0,17.0,9.0,19.0,1.0
846,11.0,14.0,9.0,6.0,1.0
847,9.0,14.0,9.0,14.0,1.0
848,11.0,7.0,15.0,12.0,0.0
849,6.0,18.0,14.0,16.0,1.0
850,16.0,18.0,12.0,18.0,1.0
851,9.0,17.0,6.0,20.0,1.0
852,7.0,28.0,9.0,14.0,1.0
853,7.0,23.0,17.0,12.0,1.0
854,11.0,13.0,13.0,14.0,1.0
855,10.0,24.0,6.0,12.0,1.0
856,8.0,8.0,13.0,12.0,0.0
857,12.0,18.0,9.0,19.0,1.0
858,8.0,10.0,17.0,19.0,1.0
859,10.0,11.0,12.0,14.0,0.0
860,10.0,13.0,21.0,18.0,1.0
861,10.0,14.0,6.0,10.0,0.0
862,18.0,13.0,15.0,8.0,0.0
863,7.0,11.0,16.0,7.0,0.0
864,14.0,9.0,19.0,11.0,0.0
865,18.0,12.0,10.0,12.0,0.0
866,8.0,21.0,7.0,14.0,1.0
867,14.0,15.0,7.0,16.0,0.0
868,13.0,10.0,7.0,18.0,0.0
869,8.0,11.0,12.0,9.0,1.0
870,9.0,14.0,6.0,18.0,1.0
871,5.0,15.0,10.0,14.0,1.0
872,17.0,10.0,13.0,14.0,0.0
873,9.0,16.0,6.0,20.0,1.0
874,13.0,16.0,7.0,14.0,1.0
875,8.0,15.0,12.0,6.0,1.0
876,10.0,10.0,7.0,7.0,0.0
877,10.0,14.0,11.0,22.0,1.0
878,14.0,12.0,10.0,14.0,0.0
879,7.0,7.0,14.0,12.0,0.0
880,5.0,20.0,9.0,12.0,1.0
881,8.0,16.0,9.0,24.0,1.0
882,16.0,11.0,10.0,14.0,0.0
883,8.0,16.0,9.0,13.0,1.0
884,2.0,15.0,8.0,13.0,1.0
885,5.0,17.0,13.0,12.0,1.0
886,4.0,18.0,13.0,17.0,1.0
887,14.0,19.0,19.0,12.0,0.0
888,18.0,14.0,13.0,17.0,0.0
889,11.0,21.0,12.0,10.0,1.0
890,7.0,17.0,11.0,20.0,1.0
891,7.0,21.0,12.0,11.0,1.0
892,5.0,13.0,13.0,16.0,1.0
893,12.0,22.0,7.0,17.0,1.0
894,6.0,18.0,7.0,16.0,1.0
895,13.0,13.0,12.0,13.0,0.0
896,11.0,12.0,19.0,12.0,0.0
897,19.0,14.0,13.0,16.0,0.0
898,6.0,10.0,12.0,11.0,1.0
899,10.0,14.0,16.0,20.0,1.0
900,17.0,12.0,16.0,11.0,0.0
901,13.0,13.0,10.0,14.0,0.0
902,8.0,24.0,11.0,19.0,1.0
903,1.0,11.0,8.0,21.0,1.0
904,12.0,10.0,9.0,18.0,0.0
905,8.0,14.0,10.0,15.0,1.0
906,13.0,9.0,18.0,12.0,0.0
907,9.0,14.0,15.0,18.0,1.0
908,10.0,17.0,12.0,10.0,1.0
909,10.0,15.0,5.0,12.0,1.0
910,10.0,16.0,7.0,15.0,1.0
911,4.0,13.0,10.0,14.0,1.0
912,7.0,18.0,13.0,16.0,1.0
913,17.0,12.0,10.0,6.0,0.0
914,7.0,14.0,15.0,9.0,1.0
915,9.0,9.0,13.0,11.0,0.0
916,9.0,15.0,5.0,9.0,1.0
917,15.0,15.0,12.0,13.0,1.0
918,14.0,21.0,15.0,13.0,1.0
919,11.0,22.0,6.0,16.0,1.0
920,17.0,14.0,14.0,9.0,0.0
921,10.0,12.0,11.0,15.0,0.0
922,6.0,14.0,8.0,14.0,1.0
923,13.0,13.0,13.0,13.0,0.0
924,10.0,12.0,11.0,21.0,1.0
925,11.0,13.0,14.0,14.0,0.0
926,7.0,11.0,14.0,12.0,1.0
927,9.0,13.0,15.0,20.0,1.0
928,11.0,17.0,4.0,6.0,0.0
929,14.0,4.0,14.0,15.0,0.0
930,5.0,13.0,17.0,13.0,0.0
931,13.0,17.0,6.0,12.0,1.0
932,5.0,11.0,11.0,11.0,1.0
933,8.0,20.0,9.0,10.0,1.0
934,11.0,17.0,18.0,8.0,1.0
935,18.0,8.0,13.0,11.0,0.0
936,6.0,21.0,16.0,14.0,1.0
937,12.0,14.0,10.0,19.0,1.0
938,6.0,15.0,11.0,14.0,1.0
939,5.0,22.0,11.0,16.0,1.0
940,10.0,5.0,10.0,12.0,0.0
941,9.0,16.0,10.0,13.0,1.0
942,12.0,23.0,10.0,12.0,1.0
943,9.0,15.0,6.0,14.0,1.0
944,3.0,24.0,16.0,19.0,1.0
945,12.0,6.0,17.0,15.0,0.0
946,4.0,20.0,7.0,11.0,1.0
947,7.0,15.0,15.0,10.0,0.0
948,3.0,10.0,15.0,18.0,1.0
949,10.0,11.0,9.0,16.0,1.0
950,4.0,14.0,12.0,13.0,1.0
951,3.0,17.0,8.0,20.0,1.0
952,6.0,13.0,9.0,18.0,1.0
953,12.0,10.0,12.0,18.0,1.0
954,16.0,12.0,14.0,16.0,0.0
955,21.0,17.0,13.0,11.0,0.0
956,9.0,14.0,5.0,14.0,0.0
957,7.0,18.0,9.0,15.0,1.0
958,8.0,19.0,11.0,18.0,1.0
959,10.0,11.0,13.0,15.0,1.0
960,5.0,21.0,8.0,18.0,1.0
961,5.0,20.0,8.0,13.0,1.0
962,13.0,19.0,16.0,19.0,1.0
963,14.0,11.0,16.0,12.0,0.0
964,4.0,19.0,7.0,18.0,1.0
965,4.0,12.0,12.0,17.0,1.0
966,11.0,8.0,10.0,19.0,0.0
967,3.0,15.0,10.0,16.0,1.0
968,13.0,10.0,11.0,9.0,1.0
969,8.0,13.0,15.0,8.0,1.0
970,8.0,24.0,13.0,13.0,1.0
971,12.0,13.0,14.0,17.0,0.0
972,9.0,18.0,12.0,11.0,1.0
973,17.0,16.0,13.0,9.0,0.0
974,8.0,9.0,9.0,22.0,1.0
975,4.0,20.0,13.0,20.0,1.0
976,8.0,21.0,19.0,14.0,1.0
977,9.0,22.0,14.0,16.0,1.0
978,12.0,14.0,11.0,17.0,0.0
979,12.0,10.0,13.0,13.0,0.0
980,4.0,17.0,10.0,17.0,1.0
981,5.0,9.0,6.0,17.0,1.0
982,4.0,20.0,12.0,20.0,1.0
983,5.0,11.0,5.0,16.0,1.0
984,18.0,14.0,13.0,11.0,0.0
985,8.0,19.0,8.0,12.0,1.0
986,8.0,15.0,10.0,22.0,1.0
987,14.0,10.0,8.0,9.0,0.0
988,11.0,17.0,10.0,15.0,1.0
989,5.0,8.0,10.0,7.0,1.0
990,10.0,18.0,6.0,15.0,1.0
991,9.0,19.0,15.0,12.0,1.0
992,6.0,15.0,15.0,13.0,1.0
993,10.0,14.0,10.0,26.0,1.0
994,8.0,19.0,16.0,10.0,1.0
995,7.0,17.0,6.0,12.0,1.0
996,11.0,19.0,11.0,14.0,0.0
997,10.0,13.0,9.0,13.0,0.0
998,6.0,20.0,10.0,12.0,1.0
999,6.0,12.0,12.0,19.0,1.0
